市区,小区,户型,朝向,楼层,装修情况,电梯,面积(㎡),价格(万元),年份,Id,
西城,教场口9号院,2室1厅,东北,22,简装,有电梯,75,860,2003,1.01E+11,
西城,西豪逸景,1室0厅,北,28,简装,有电梯,55,440,2004,1.01E+11,
西城,老墙根129号院,3室1厅,东,6,毛坯,,62,626,1985,1.01E+11,
西城,玺源台,1室1厅,西,27,精装,,62,600,2013,1.01E+11,
西城,远见名苑,1室1厅,北,26,简装,有电梯,54,495,2004,1.01E+11,
西城,朗琴园,1室1厅,北,29,精装,有电梯,57,600,2002,1.01E+11,
西城,荣丰2008,1室1厅,北,20,精装,有电梯,28,385,2004,1.01E+11,
西城,右安门内西街1号院,2室2厅,南北,6,其他,无电梯,115,980,1998,1.01E+11,
西城,耕天下,5室3厅,南北,7,其他,有电梯,330,4650,2003,1.01E+11,
西城,荣丰2008,2室1厅,南,16,精装,,51,725,2007,1.01E+11,
西城,锦官苑,2室1厅,东南,18,其他,,112,1580,2007,1.01E+11,
西城,春风胡同社区,2室1厅,南北,4,其他,,41,385,1991,1.01E+11,
西城,荣丰2008,1室0厅,西,26,简装,有电梯,25,309,2006,1.01E+11,
西城,清芷园,2室1厅,东,18,简装,有电梯,86,650,2000,1.01E+11,
西城,新壁街,3室1厅,东西,6,精装,无电梯,134,1199,2004,1.01E+11,
西城,教场口9号院,3室1厅,西北,21,简装,,75,758,2003,1.01E+11,
西城,荣丰2008,1室1厅,东,16,简装,有电梯,35,340,2007,1.01E+11,
西城,朗琴园,1室1厅,西,29,其他,有电梯,58,585,2006,1.01E+11,
西城,荣丰2008,1室0厅,东,20,其他,有电梯,48,400,2008,1.01E+11,
西城,青春无限,1室0厅,西,22,精装,有电梯,52,420,2004,1.01E+11,
西城,荣丰2008,1室1厅,东,26,精装,,36,355,2006,1.01E+11,
西城,文兴街2号院,2室1厅,东西,6,简装,无电梯,54,540,1984,1.01E+11,
西城,小红庙,3室1厅,南北,6,简装,无电梯,68,639,1983,1.01E+11,
西城,德胜置业,3室0厅,西南,16,简装,有电梯,145,950,2005,1.01E+11,
西城,朱雀门,3室2厅,东南,6,精装,有电梯,177,2649,2008,1.01E+11,
西城,教场口9号院,3室1厅,西北,19,简装,,85,960,2003,1.01E+11,
西城,远见名苑,1室1厅,西,24,精装,有电梯,57,495,2004,1.01E+11,
西城,荣丰2008,1室1厅,西,16,精装,有电梯,31,450,2007,1.01E+11,
西城,朗琴园,1室1厅,北,29,简装,有电梯,57,610,2002,1.01E+11,
西城,格调,1室1厅,西,24,精装,有电梯,87,750,2007,1.01E+11,
西城,虎坊路小区,2室1厅,东西,5,精装,无电梯,52,578,1958,1.01E+11,
西城,西环景苑,1室1厅,西,19,简装,有电梯,46,395,2001,1.01E+11,
西城,京畿道,2室1厅,东西,6,简装,无电梯,79,1150,1993,1.01E+11,
西城,德胜置业,3室1厅,南,20,其他,,223,2000,2005,1.01E+11,
西城,牛街西里,1室1厅,南,19,精装,有电梯,54,445,1999,1.01E+11,
西城,安德馨居,2室2厅,南,7,精装,,145,1690,2003,1.01E+11,
西城,三义西里,1室1厅,南,14,精装,有电梯,38,365,1986,1.01E+11,
西城,西豪逸景,1室1厅,西,28,精装,有电梯,64,539,2001,1.01E+11,
西城,朗琴园,2室1厅,东北,29,其他,,100,1120,2002,1.01E+11,
西城,牛街东里,1室1厅,南,19,简装,有电梯,54,470,1999,1.01E+11,
西城,考拉社区,1室1厅,东,21,精装,,51,430,2005,1.01E+11,
西城,教场口9号院,2室1厅,西南,19,精装,有电梯,78,855,2005,1.01E+11,
西城,新街口西里一区,2室1厅,西,7,精装,无电梯,91,799,2003,1.01E+11,
西城,黄寺大街24号院,3室1厅,西北,18,简装,有电梯,99,1220,1999,1.01E+11,
西城,青春无限,1室0厅,东,22,简装,有电梯,52,410,2004,1.01E+11,
西城,四合上院,6室3厅,东西,14,精装,,255,3200,2013,1.01E+11,
西城,金融世家,4室2厅,西北,15,精装,有电梯,300,4250,2008,1.01E+11,
西城,东经路6号院,4室2厅,南北,6,其他,,224,1850,1998,1.01E+11,
西城,荣丰2008,1室1厅,南,20,精装,有电梯,38,460,2004,1.01E+11,
西城,六铺炕二区,3室1厅,南北,4,简装,无电梯,89,1070,1950,1.01E+11,
西城,钟声胡同,2室1厅,南北,6,简装,无电梯,59,720,1984,1.01E+11,
西城,灵境胡同,1室1厅,南,6,其他,无电梯,47,700,1982,1.01E+11,
西城,南半截胡同26号院,3室1厅,南北,5,其他,,56,540,1979,1.01E+11,
西城,玺源台,1室0厅,南,27,其他,有电梯,32,375,2013,1.01E+11,
西城,玺源台,1室1厅,西,27,精装,有电梯,61,618,2013,1.01E+11,
西城,北三环中路12号院,2室1厅,南北,12,其他,有电梯,67,810,1984,1.01E+11,
西城,五路通北街1号,3室1厅,南北,5,其他,无电梯,92,1080,1958,1.01E+11,
西城,华远北街,1室1厅,东北,17,其他,有电梯,60,810,2001,1.01E+11,
西城,德胜里一区,3室1厅,南北,5,精装,无电梯,63,887,1986,1.01E+11,
西城,建功北里,1室1厅,南北,6,精装,无电梯,47,410,1997,1.01E+11,
西城,阜成门南大街,1室1厅,南,20,精装,有电梯,39,474,1992,1.01E+11,
西城,广安门外南街,2室1厅,南北,14,简装,有电梯,73,588,1998,1.01E+11,
西城,高家寨,3室1厅,南北,6,简装,无电梯,77,770,1986,1.01E+11,
西城,立恒名苑,3室2厅,东南,23,简装,,232,1300,2002,1.01E+11,
西城,六铺炕三区,3室1厅,南北,3,简装,无电梯,83,1050,1954,1.01E+11,
西城,信恒大厦,3室2厅,南北,25,其他,有电梯,142,1170,2003,1.01E+11,
西城,泰和嘉苑,2室1厅,东南,21,精装,有电梯,95,839,2003,1.01E+11,
西城,天宁寺西里,1室1厅,南,6,简装,无电梯,57,450,1991,1.01E+11,
西城,清芷园,2室1厅,西南,18,简装,有电梯,90,900,2003,1.01E+11,
西城,清芷园,1室1厅,东,18,其他,有电梯,72,772,2003,1.01E+11,
西城,南礼士路46号院,1室1厅,西,25,精装,有电梯,57,795,2014,1.01E+11,
西城,玺源台,2室1厅,西,27,毛坯,有电梯,62,628.3,2013,1.01E+11,
西城,航空胡同40号院,2室1厅,西南,6,简装,,68,760,2000,1.01E+11,
西城,北营房西里,1室1厅,南,6,精装,无电梯,45,500,1988,1.01E+11,
西城,马连道中里,1室1厅,南北,6,简装,无电梯,53,470,1996,1.01E+11,
西城,虎坊路小区,2室1厅,南北,4,简装,无电梯,46,500,1958,1.01E+11,
西城,玺源台,1室1厅,西,27,精装,有电梯,62,625,2013,1.01E+11,
西城,玺源台,1室1厅,东,27,毛坯,有电梯,62,628.3,2013,1.01E+11,
西城,教场口9号院,2室1厅,西南,21,其他,有电梯,75,750,2005,1.01E+11,
西城,朗琴园,2室1厅,东北,28,简装,有电梯,100,999,2002,1.01E+11,
西城,荣丰2008,1室1厅,西,16,简装,,39,580,2007,1.01E+11,
西城,天缘公寓,1室1厅,北,18,简装,,56,480,2000,1.01E+11,
西城,立恒名苑,7室3厅,西南,24,其他,,532,2480,2002,1.01E+11,
西城,国英一号,1室0厅,东,14,简装,有电梯,242,1452,2000,1.01E+11,
西城,德胜门外大街1号院,2室1厅,西,6,精装,无电梯,56,790,1990,1.01E+11,
西城,天宁寺西里,2室1厅,东,6,简装,无电梯,52,445,1979,1.01E+11,
西城,槐柏树街南里,3室1厅,南北,6,简装,无电梯,86,815,1990,1.01E+11,
西城,虎坊路小区,2室1厅,南北,4,毛坯,无电梯,45,560,1957,1.01E+11,
西城,小西天东里,3室1厅,南北,4,其他,,83,1200,1950,1.01E+11,
西城,建功东里,1室1厅,南北,11,精装,有电梯,44,398,1985,1.01E+11,
西城,新安中里,4室2厅,南北,16,其他,有电梯,187,1650,2004,1.01E+11,
西城,远见名苑,2室1厅,西南,24,简装,有电梯,79,680,2004,1.01E+11,
西城,信建里小区,2室1厅,南北,6,其他,无电梯,65,650,1987,1.01E+11,
西城,信恒大厦,3室1厅,南北,25,精装,,142,1000,2003,1.01E+11,
西城,荣丰2008,1室0厅,东南,20,精装,有电梯,29,345,2004,1.01E+11,
西城,荣丰2008,1室1厅,南,26,精装,有电梯,33,360,2006,1.01E+11,
西城,第三区,3房间1卫,西北,18,精装,有电梯,70,350,2009,1.01E+11,
西城,广安门外车站东街,1室1厅,南,6,其他,无电梯,41,450,1993,1.01E+11,
西城,荣丰2008,1室0厅,南,26,简装,有电梯,25,320,2006,1.01E+11,
西城,万明园,4室1厅,南北,16,简装,有电梯,125,1200,1995,1.01E+11,
西城,玺源台,2室1厅,东南,27,简装,有电梯,67,750,2013,1.01E+11,
西城,北三环中路12号院,2室1厅,南,12,简装,有电梯,67,790,1984,1.01E+11,
西城,木樨地,3室1厅,东北,18,简装,有电梯,84,890,1986,1.01E+11,
西城,右安门内西街甲10号院,2室1厅,南北,6,精装,无电梯,62,580,1982,1.01E+11,
西城,双旗杆东里,2室1厅,东北,18,简装,有电梯,63,680,1986,1.01E+11,
西城,广安小区,4室2厅,南,7,其他,,178,1425,1996,1.01E+11,
西城,新文化街,1室1厅,西,16,其他,有电梯,43,618,1985,1.01E+11,
西城,广安门外南街,2室1厅,东,13,其他,有电梯,78,596,1998,1.01E+11,
西城,三里河东路甲8号院,2室1厅,东北,16,简装,有电梯,97,1030,1996,1.01E+11,
西城,荣丰2008,2室1厅,南,20,简装,有电梯,51,655,2004,1.01E+11,
西城,朗琴国际,1房间0卫,东,24,简装,,281,1550,2008,1.01E+11,
西城,玉桃园三区,3室1厅,南北,5,简装,无电梯,85,852,1990,1.01E+11,
西城,新街口东街,3室1厅,南北,6,其他,无电梯,71,896,1988,1.01E+11,
西城,真武庙二里,3室1厅,东西,4,简装,,84,888,1956,1.01E+11,
西城,莲花池东路,1室1厅,南,16,其他,有电梯,42,510,1987,1.01E+11,
西城,德胜门西大街74号,2室1厅,南北,12,精装,有电梯,61,635,1986,1.01E+11,
西城,京畿道,2室1厅,南,6,其他,无电梯,68,1020,1993,1.01E+11,
西城,双旗杆东里,2室1厅,东南,18,简装,有电梯,67,820,1995,1.01E+11,
西城,新外大街甲8号院,2室1厅,南,6,精装,无电梯,60,818,1989,1.01E+11,
西城,太平街甲乙18号院,2室1厅,东,6,其他,无电梯,54,580,1980,1.01E+11,
西城,德胜里一区,3室1厅,南北,6,精装,无电梯,71,960,1988,1.01E+11,
西城,广益大厦,1室1厅,南北,16,简装,有电梯,89,698,2006,1.01E+11,
西城,阜成门外大街甲40号,2室1厅,南北,5,精装,无电梯,59,720,1979,1.01E+11,
西城,畅柳园,1室1厅,南北,16,精装,有电梯,69,700,2003,1.01E+11,
西城,乐城,1室0厅,北,24,简装,有电梯,42,385,2004,1.01E+11,
西城,文联宿舍,2室1厅,东,20,其他,有电梯,69,900,1998,1.01E+11,
西城,国务院宿舍,2室1厅,东西,4,简装,,66,600,1956,1.01E+11,
西城,平渊北里,2室1厅,南,5,精装,,51,520,1974,1.01E+11,
西城,玺源台,1室1厅,东,27,简装,有电梯,62,628,2013,1.01E+11,
西城,裕中西里,2室1厅,东南,20,简装,有电梯,70,800,1990,1.01E+11,
西城,枫桦豪景二期,1室1厅,南北,12,其他,有电梯,67,830,2003,1.01E+11,
西城,荣丰2008,1室0厅,北,20,其他,有电梯,28,310,2004,1.01E+11,
西城,荣丰2008,1室0厅,北,26,简装,有电梯,38,420,2006,1.01E+11,
西城,裕中东里,2室1厅,南北,6,精装,无电梯,59,735,1988,1.01E+11,
西城,木樨地,3室1厅,东北,18,其他,有电梯,84,880,1986,1.01E+11,
西城,什坊街,2室1厅,南北,6,其他,无电梯,63,765,1989,1.01E+11,
西城,新安中里,3室1厅,南北,6,精装,无电梯,83,790,2004,1.01E+11,
西城,小马厂东里,2室1厅,东北,17,其他,有电梯,63,568,1986,1.01E+11,
西城,畅柳园,1室1厅,北,14,简装,,54,465,2003,1.01E+11,
西城,西直门南大街,3室1厅,东西,14,简装,有电梯,81,850,1985,1.01E+11,
西城,车站东街15号院,2室1厅,南,6,简装,无电梯,48,510,1982,1.01E+11,
西城,瑞莲家园,2室2厅,南,24,精装,有电梯,93,800,2001,1.01E+11,
西城,裕中东里,2室1厅,南北,6,精装,无电梯,59,740,1990,1.01E+11,
西城,天宁寺西里,2室1厅,南北,6,简装,无电梯,58,480,1988,1.01E+11,
西城,天宁寺西里,2室1厅,东,6,简装,无电梯,52,445,1979,1.01E+11,
西城,南线阁9号院,4室2厅,南北,10,简装,,226,2494.6,2003,1.01E+11,
西城,羊肉胡同120号院,3室1厅,南北,6,精装,无电梯,76,950,1990,1.01E+11,
西城,德外大街4号院,3室1厅,西南,22,简装,有电梯,112,1500,1999,1.01E+11,
西城,牛街西里,2室1厅,东南,19,简装,有电梯,94,770,2004,1.01E+11,
西城,手帕口北街,2室1厅,南北,6,简装,无电梯,57,470,1988,1.01E+11,
西城,阜成门南大街,3室1厅,东西,14,精装,有电梯,76,798,1985,1.01E+11,
西城,马甸南村,2室1厅,东南,18,精装,有电梯,73,950,1990,1.01E+11,
西城,依莲轩,3室1厅,西南,26,简装,有电梯,109,880,2000,1.01E+11,
西城,天宁寺西里,2室1厅,南北,7,简装,,67,630,1996,1.01E+11,
西城,六铺炕一区,3室1厅,东南,6,其他,无电梯,90,1215,1994,1.01E+11,
西城,南华东街2号院,2室1厅,南北,5,其他,,58,550,1964,1.01E+11,
西城,一瓶,4室2厅,东南,13,精装,有电梯,197,2700,2008,1.01E+11,
西城,平原里小区,1室1厅,西,5,精装,无电梯,42,440,1998,1.01E+11,
西城,五栋大楼,5室3厅,西南,16,精装,,462,2540,2005,1.01E+11,
西城,新风北街,2室1厅,东西,6,精装,无电梯,63,850,1995,1.01E+11,
西城,后桃园胡同10号,2室1厅,东西,4,精装,无电梯,46,450,1958,1.01E+11,
西城,法源寺西里小区,4室2厅,东西,9,简装,有电梯,154,1312,1998,1.01E+11,
西城,尚座大厦,4室2厅,东西,18,其他,有电梯,187,1850,2002,1.01E+11,
西城,西直门南大街,2室1厅,东南,16,简装,有电梯,58,630,1989,1.01E+11,
西城,车站东街甲9号院,2室1厅,南,6,简装,无电梯,53,499,1995,1.01E+11,
西城,虎坊路小区,3室1厅,南北,4,简装,无电梯,68,720,1960,1.01E+11,
西城,广安门外南街,1室1厅,东西,12,简装,有电梯,56,468,1998,1.01E+11,
西城,西城晶华,1室1厅,西,11,其他,有电梯,78,1094,2008,1.01E+11,
西城,荣丰2008,1室0厅,北,26,简装,有电梯,30,340,2006,1.01E+11,
西城,荣丰2008,1室0厅,东,26,简装,有电梯,34,325,2006,1.01E+11,
西城,远见名苑,1室0厅,东,24,简装,有电梯,46,435,2004,1.01E+11,
西城,海格国际,1室0厅,南,19,简装,有电梯,52,460,2005,1.01E+11,
西城,小红庙,2室1厅,东西,6,精装,,65,590,1987,1.01E+11,
西城,西便门内大街79号院,2室1厅,南北,5,其他,无电梯,77,660,1964,1.01E+11,
西城,右安门内西街1号院,2室1厅,南北,6,简装,无电梯,62,595,1997,1.01E+11,
西城,长椿里,2室1厅,东南,5,其他,,59,550,1973,1.01E+11,
西城,天宁寺西里,2室1厅,南北,6,精装,无电梯,58,496,1986,1.01E+11,
西城,南礼士路三条南里,2室1厅,东西,11,简装,有电梯,121,1160,2008,1.01E+11,
西城,后半壁街8号,2室1厅,南北,6,简装,,50,545,1985,1.01E+11,
西城,教场口9号院,3室1厅,东北,22,简装,,85,960,2003,1.01E+11,
西城,车站西街15号院,3室1厅,南北,6,精装,无电梯,89,800,1999,1.01E+11,
西城,车站西街13号院,3室1厅,东南,6,精装,,78,729,1995,1.01E+11,
西城,前门西大街,3室1厅,东西,10,精装,有电梯,106,1150,1991,1.01E+11,
西城,里仁街3号院,2室2厅,东西,6,精装,无电梯,75,750,1995,1.01E+11,
西城,红莲南里,2室1厅,东,6,简装,无电梯,60,420,1991,1.01E+11,
西城,新外大街6号院,3室1厅,南北,6,精装,无电梯,83,920,1987,1.01E+11,
西城,牛街东里,1室1厅,南,19,简装,有电梯,54,490,1999,1.01E+11,
西城,鸭子桥路,3室1厅,南北,5,简装,,56,450,1980,1.01E+11,
西城,罗贤胡同,3室1厅,南北,6,精装,无电梯,144,1728,1996,1.01E+11,
西城,京畿道,3室1厅,东南,6,精装,,102,1450,1993,1.01E+11,
西城,松树街,2室1厅,东南,6,简装,,51,650,1979,1.01E+11,
西城,罗贤胡同,2室1厅,南北,6,其他,无电梯,61,800,1984,1.01E+11,
西城,槐柏树街南里,2室1厅,东西,6,简装,无电梯,58,550,1991,1.01E+11,
西城,人定湖西里,2室1厅,南,4,简装,无电梯,52,633,1958,1.01E+11,
西城,玺源台,1室1厅,西,27,其他,有电梯,62,620,2013,1.01E+11,
西城,和平门外东街,1室0厅,南,12,简装,,38,465,1980,1.01E+11,
西城,朱雀门,4室2厅,东南,5,其他,有电梯,376,6000,2008,1.01E+11,
西城,黑窑厂东街,2室1厅,东西,6,其他,,68,750,1984,1.01E+11,
西城,恒昌花园,3室1厅,东西,6,简装,无电梯,87,770,1994,1.01E+11,
西城,新街口西里二区,3室1厅,南北,6,简装,无电梯,102,900,2005,1.01E+11,
西城,六铺炕二区,3室1厅,南,4,简装,无电梯,100,950,1950,1.01E+11,
西城,庄胜二期,1室0厅,北,12,精装,有电梯,53,740,2004,1.01E+11,
西城,右安门内西街甲10号院,1室1厅,西南,6,其他,无电梯,38,420,1987,1.01E+11,
西城,樱桃二条8号院,1室1厅,东北,14,简装,,74,700,2005,1.01E+11,
西城,荣丰2008,1室0厅,北,26,精装,,38,355,2006,1.01E+11,
西城,白广路,3室1厅,东西,4,简装,无电梯,104,950,1959,1.01E+11,
西城,荣丰2008,1室0厅,南北,26,简装,,24,295,2006,1.01E+11,
西城,月坛北小街甲7号院,3室1厅,东西,6,简装,无电梯,75,760,1980,1.01E+11,
西城,似海怡家,2室1厅,东,25,精装,有电梯,93,820,2002,1.01E+11,
西城,京畿道,2室1厅,东西,6,简装,无电梯,71,1050,1993,1.01E+11,
西城,玺源台,2室1厅,西,27,简装,有电梯,71,690,2013,1.01E+11,
西城,教场口9号院,3室1厅,东南,21,简装,,84,926,2005,1.01E+11,
西城,建功北里,3室1厅,东西,16,精装,有电梯,98,900,1996,1.01E+11,
西城,建功东里,2室1厅,南北,6,毛坯,无电梯,59,550,1984,1.01E+11,
西城,教场口9号院,2室1厅,南,22,精装,有电梯,69,848,2003,1.01E+11,
西城,西城晶华,3室2厅,东西,7,精装,有电梯,153,2450,2008,1.01E+11,
西城,荣丰2008,1室0厅,北,16,其他,有电梯,33,340,2007,1.01E+11,
西城,车站东街15号院,2室1厅,南北,6,其他,无电梯,72,617,1997,1.01E+11,
西城,建功北里,2室1厅,东西,14,其他,有电梯,69,600,1998,1.01E+11,
西城,丽水莲花,1室1厅,北,20,精装,有电梯,64,612,2009,1.01E+11,
西城,双旗杆东里,2室1厅,西北,6,其他,无电梯,61,762,1984,1.01E+11,
西城,砖塔胡同78号院,2室1厅,西北,4,简装,,62,900,1958,1.01E+11,
西城,德外大街乙12号院,2室1厅,南北,6,精装,,60,740,1983,1.01E+11,
西城,阜成门南大街,2室1厅,东西,14,简装,有电梯,60,580,1985,1.01E+11,
西城,长安兴融中心,1室1厅,北,14,其他,,79,1000,2005,1.01E+11,
西城,安德路,2室1厅,南北,6,简装,无电梯,62,770,1985,1.01E+11,
西城,白广路6号院,1室1厅,东,6,精装,无电梯,45,430,1991,1.01E+11,
西城,德胜佳苑,3房间1卫,南,7,精装,,80,690,2008,1.01E+11,
西城,双旗杆东里,2室1厅,南,5,精装,无电梯,53,667.5,1979,1.01E+11,
西城,思源胡同,2室1厅,南北,6,精装,无电梯,57,570,1991,1.01E+11,
西城,信建里小区,2室1厅,南北,6,精装,,65,700,2000,1.01E+11,
西城,西直门南大街,2室1厅,南,16,简装,有电梯,75,830,1986,1.01E+11,
西城,马连道中里,2室1厅,东北,18,简装,有电梯,78,625,1999,1.01E+11,
西城,荣丰2008,1室1厅,南,20,精装,,35,455,2004,1.01E+11,
西城,新文化街,3室0厅,南北,5,简装,无电梯,53,780,1979,1.01E+11,
西城,朗琴园,1室0厅,北,29,精装,,52,550,2006,1.01E+11,
西城,广安门外南街,1室1厅,东西,12,其他,,56,460,1998,1.01E+11,
西城,新明胡同,3室1厅,南西,18,简装,,79,1100,1991,1.01E+11,
西城,天宁寺西里,2室1厅,东南,7,简装,无电梯,73,695,1996,1.01E+11,
西城,玺源台,2室1厅,南,27,其他,有电梯,76,800,2013,1.01E+11,
西城,远见国际公寓,1室0厅,北,26,精装,有电梯,44,399,2008,1.01E+11,
西城,禄长街头条19号院,2室1厅,南北,6,其他,,59,536,1996,1.01E+11,
西城,西便门外大街,2室1厅,东南,4,精装,无电梯,66,596,1957,1.01E+11,
西城,佟麟阁路62号院,3室1厅,西南,18,简装,有电梯,77,1069,1987,1.01E+11,
西城,太平里,3室1厅,西南,16,简装,有电梯,127,960,1997,1.01E+11,
西城,阜成门外北街,3室1厅,东西,5,简装,无电梯,54,510,1965,1.01E+11,
西城,荣宁园,3室1厅,东南,14,简装,有电梯,148,1230,2001,1.01E+11,
西城,万博苑,3室2厅,南西,23,精装,有电梯,140,1380,1999,1.01E+11,
西城,六铺炕二区,1室1厅,东南,15,简装,有电梯,48,630,1994,1.01E+11,
西城,荣丰2008,1室0厅,南,16,精装,有电梯,51,435,2007,1.01E+11,
西城,车站东街15号院,2室1厅,南,6,简装,无电梯,63,560,1996,1.01E+11,
西城,门楼巷,3室1厅,南北,6,简装,无电梯,71,550,1989,1.01E+11,
西城,新风南里,1室1厅,西南,6,精装,无电梯,50,650,1992,1.01E+11,
西城,西交民巷62号院,2室1厅,东北,12,简装,有电梯,60,760,1986,1.01E+11,
西城,新外大街10号院,2室1厅,南北,6,精装,无电梯,64,820,1994,1.01E+11,
西城,教场口9号院,2室1厅,东南,22,精装,,75,900,2003,1.01E+11,
西城,教场口6号院,1室1厅,南,6,其他,无电梯,54,655,2003,1.01E+11,
西城,右安门内西街甲10号院,3室1厅,西南,6,简装,无电梯,65,618,1982,1.01E+11,
西城,远见名苑,1室1厅,北,25,简装,有电梯,50,465,2006,1.01E+11,
京师吉地,京师吉地,京师吉地,京师吉地,京师吉地,京师吉地,京师吉地,京师吉地,京师吉地,京师吉地,1.01E+11,
西城,虎坊路小区,2室1厅,南,4,简装,,50,560,1955,1.01E+11,
西城,新风南里,1室1厅,东,6,精装,无电梯,54,738,1991,1.01E+11,
西城,马连道中里,1室1厅,南,12,其他,有电梯,58,500,1996,1.01E+11,
西城,远见国际公寓,1室0厅,南,26,简装,有电梯,48,439,2008,1.01E+11,
西城,前桃园1号,2室1厅,南北,6,精装,无电梯,58,585,1984,1.01E+11,
西城,红莲南里,2室1厅,南北,6,简装,无电梯,56,454,1987,1.01E+11,
西城,信建里小区,1室1厅,南,6,其他,无电梯,45,460,1987,1.01E+11,
西城,新明胡同,1室1厅,南北,14,精装,有电梯,50,750,1989,1.01E+11,
西城,四平园,2室1厅,南北,6,其他,无电梯,59,650,1996,1.01E+11,
西城,新壁街,1室1厅,南,6,简装,无电梯,50,620,2004,1.01E+11,
西城,冰窖口胡同79号,3室0厅,西南,5,其他,无电梯,58,813,1976,1.01E+11,
西城,乐城,1室1厅,北,24,其他,有电梯,41,330,2004,1.01E+11,
西城,平原里小区,1室1厅,东西,6,简装,,58,560,1998,1.01E+11,
西城,德胜佳苑,3房间1卫,南,7,精装,有电梯,80,690,2008,1.01E+11,
西城,馨莲茗园,1室1厅,北,15,简装,有电梯,67,510,2003,1.01E+11,
西城,新街口东街,2室1厅,南北,6,精装,无电梯,58,750,1988,1.01E+11,
西城,椿树园,1室1厅,西,18,简装,,48,550,1999,1.01E+11,
西城,中信锦园,2室1厅,南北,18,精装,有电梯,95,1420,2009,1.01E+11,
西城,教场口6号院,1室1厅,南北,6,其他,无电梯,52,680,2003,1.01E+11,
西城,丽水莲花,1室1厅,北,28,其他,有电梯,58,540,2006,1.01E+11,
西城,虎坊路小区,2室1厅,西北,5,毛坯,无电梯,44,480,1958,1.01E+11,
西城,白纸坊东街,2室1厅,东西,6,精装,无电梯,57,599,1980,1.01E+11,
西城,远见名苑,1室1厅,西北,26,精装,有电梯,56,545,2004,1.01E+11,
西城,盛景嘉园,4室1厅,东西,7,精装,有电梯,121,1550,2004,1.01E+11,
西城,车站西街13号院,2室1厅,南北,6,简装,无电梯,56,535,1990,1.01E+11,
西城,信和嘉园,1室1厅,北,20,精装,有电梯,42,480,2006,1.01E+11,
西城,人定湖西里,2室1厅,西北,6,其他,无电梯,58,697,1980,1.01E+11,
西城,乐城,1室0厅,北,24,其他,有电梯,43,400,2004,1.01E+11,
西城,小红庙,3室1厅,南北,6,精装,,69,600,1987,1.01E+11,
西城,远见名苑,2室1厅,西北,24,简装,有电梯,77,725,2004,1.01E+11,
西城,盛晖嘉园,1室1厅,东南,15,精装,有电梯,72,940,2009,1.01E+11,
西城,新文化街,3室0厅,南北,5,简装,无电梯,53,780,1979,1.01E+11,
西城,朗琴园,1室0厅,北,29,精装,,52,550,2006,1.01E+11,
西城,朗琴园,1室1厅,东,29,其他,有电梯,58,580,2002,1.01E+11,
西城,裕中西里,1室1厅,南,20,精装,,51,700,1992,1.01E+11,
西城,三不老胡同,2室1厅,南北,6,其他,无电梯,65,650,1957,1.01E+11,
西城,白广路6号院,2室1厅,东西,6,毛坯,无电梯,69,610,1991,1.01E+11,
西城,南华东街2号院,2室1厅,南,5,简装,无电梯,62,623,1964,1.01E+11,
西城,德宝新园,2室1厅,东西,6,精装,无电梯,58,555,1992,1.01E+11,
西城,庄胜二期,4室3厅,南北,12,精装,有电梯,209,3100,2004,1.01E+11,
西城,三里河东路甲14号院,1室1厅,东南,6,简装,无电梯,38,470,1978,1.01E+11,
西城,三庙街,2室1厅,东西,6,简装,无电梯,58,498,1992,1.01E+11,
西城,玺源台,2室1厅,南,27,精装,有电梯,111,1230,2013,1.01E+11,
西城,建功北里,3室1厅,东西,16,简装,有电梯,102,960,1996,1.01E+11,
西城,荣丰2008,1室0厅,北,26,简装,有电梯,30,320,2006,1.01E+11,
西城,荣丰2008,1室0厅,北,26,精装,有电梯,30,320,2006,1.01E+11,
西城,中信禧园,3室1厅,东西,20,精装,,136,2188,2014,1.01E+11,
西城,荣丰2008,1室0厅,南,26,简装,,25,310,2006,1.01E+11,
西城,长椿街,2室1厅,西南,6,简装,,68,637,1992,1.01E+11,
西城,乐城,2室1厅,东南,24,精装,,87,610,2004,1.01E+11,
西城,砖塔胡同78号院,2室1厅,南西,4,简装,无电梯,66,924,1958,1.01E+11,
西城,长安兴融中心,1室1厅,北,14,精装,有电梯,76,1216.5,2005,1.01E+11,
西城,前门西大街,2室0厅,南,11,精装,有电梯,55,610,1970,1.01E+11,
西城,清芷园,4室2厅,南北,16,精装,有电梯,245,2180,2003,1.01E+11,
西城,南露园,4室2厅,南北,6,精装,无电梯,228,2280,1993,1.01E+11,
西城,天桥北里,1室1厅,东,7,其他,无电梯,60,480,2002,1.01E+11,
西城,建功东里,3室1厅,东西,6,简装,无电梯,67,550,1980,1.01E+11,
西城,六铺炕二区,2室1厅,北,3,简装,无电梯,59,730,1958,1.01E+11,
西城,源屋曲,1室1厅,南,21,简装,有电梯,61,640.8,2005,1.01E+11,
西城,佟麟阁路62号院,1室1厅,南,18,其他,有电梯,45,680,1987,1.01E+11,
西城,小马厂东里,1室1厅,南,17,简装,有电梯,58,500,1986,1.01E+11,
西城,中信锦园,2室1厅,南北,18,精装,有电梯,95,1420,2009,1.01E+11,
西城,湾子街社区,1室1厅,南,6,简装,无电梯,40,350,1980,1.01E+11,
西城,湾子街社区,1室1厅,南,6,精装,无电梯,40,342,1990,1.01E+11,
